RBD;DV_RBD;NOM_RBD;RBD_A1;RBD_A2;COD_DEPE;COD_DEPE2;COD_REG_RBD;COD_PRO_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPROV_RBD;NOM_DEPROV_RBD;RURAL_RBD;EFECTIVR;SUPERAR;INICIAR;MEJORAR;INTEGRAR;IGUALDR;CLUSTER;INDICER;SEL2020_25;SEL2020_35;SEL
4540;3;ESCUELA PARVULARIA BLANCA ESTELA; ; ;6;5;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;42,426514;54,681425;81,581818;100;67,2;97,031315;812;62,610408;2;2;3
4543;8;ESCUELA ESPECIAL CHILE ESPAÑA; ; ;6;5;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0; ; ;91,525;100;81,5;100;851;95,904286;2;1;2
4544;6;ESCUELA NUEVO HORIZONTES; ; ;6;5;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;42,426514;54,681425;32,066667;100;42,133333;81,288477;812;54,922741;2;2;3
4546;2;CENTRO INTEGRADO DE EDUCACIÓN ESPECIAL; ; ;6;5;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0; ; ;96,5;100;100;100;851;99,4;1;2;1
4548;9;COLEGIO BIOBÍO; ; ;6;5;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;33,779207;56,642474;86,38;100;71,25;92,597339;812;59,474914;2;2;3
4550;0;ESCUELA DIFERENCIAL PIERRE MENDES FRANCE; ; ;2;1;8;81;8108;SAN PEDRO DE LA PAZ;83;CONCEPCIÓN;0; ; ;90,8;100;97,5;100;851;98,065714;1;2;1
4551;9;ESCUELA BÁSICA COMÚN HOSPITAL; ; ;6;5;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0; ; ;72,75;100;53,15;88,556911;851;81,442916;2;2;3
4553;5;LICEO DE NIÑAS; ; ;6;5;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;33,683933;49,302218;74,7;100;93,333333;93,601453;833;58,008663;2;2;3
4554;3;LICEO ANDALIEN; ; ;6;5;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;30,32446;64,467016;0;100;0;91,485572;833;51,397641;2;2;3
4555;1;LICEO ENRIQUE MOLINA GARMENDIA; ; ;6;5;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;49,245962;54,139863;81,37;86,666667;66,833333;87,155133;832;62,511497;2;2;3
4557;8;LICEO POLIVALENTE EXPERIMENTAL LUCILA GODOY ALCAYAGA; ; ;6;5;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;34,005607;57,42726;94,727273;100;73,833333;86,211728;833;59,00359;2;2;3
4558;6;LICEO DE ADULTOS JOSÉ MANUEL BALMACEDA FERNÁNDEZ; ; ;6;5;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;34,932214;56,036438;68,28;100;53,625;30,883092;833;44,187452;2;2;3
4559;4;LICEO LORENZO ARENAS OLIVO; ; ;6;5;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;29,555025;72,712847;84,831818;100;64,166667;79,068186;833;58,9882;2;2;3
4560;8;LICEO CHIGUAYANTE; ; ;6;5;8;81;8103;CHIGUAYANTE;83;CONCEPCIÓN;0;39,167341;56,714481;88,995455;100;63,666667;90,48354;833;60,80141;2;2;3
4561;6;LICEO JUAN MARTINEZ DE ROZAS; ; ;6;5;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;15,864825;54,139863;79,345;100;65,416667;79,678906;833;48,59004;2;2;3
4562;4;LICEO SAN PEDRO; ; ;2;1;8;81;8108;SAN PEDRO DE LA PAZ;83;CONCEPCIÓN;0;31,829897;58,062719;89,24;100;72;84,975219;833;57,683572;2;2;3
4563;2;COLEGIO REPÚBLICA DEL ECUADOR; ; ;6;5;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;34,780218;56,422868;0;100;0;86,757042;833;49,753633;2;2;3
4564;0;COLEGIO BICENTENARIO REPÚBLICA DEL BRASIL; ; ;6;5;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;40,743235;58,496211;85,725;100;60,166667;58,345024;832;54,441675;2;2;3
4565;9;LICEO DOMINGO SANTA MARÍA; ; ;6;5;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;35,085409;55,070686;92,17;100;81,5;92,037443;833;60,254831;2;2;3
4569;1;ESCUELA DIEGO PORTALES PALAZUELOS; ; ;6;5;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;42,746816;54,74747;86,13;100;80,333333;92,632833;812;62,709303;2;2;3
4571;3;LICEO JOSE HIPOLITO SALAS Y TORO; ; ;6;5;8;81;8103;CHIGUAYANTE;83;CONCEPCIÓN;0;32,549438;57,955688;96,83;100;76,333333;86,508001;833;58,929112;2;2;3
4572;1;COLEGIO GRAN BRETAÑA; ; ;6;5;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;36,166938;49,741992;89,87;100;73,083333;86,337976;833;57,350246;2;2;3
4574;8;COLEGIO BICENTENARIO ESPAÑA; ; ;6;5;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;45,161392;55,899421;91,37;100;82,833333;92,27403;832;64,285706;2;2;3
4575;6;ESCUELA BASICA JOHN F. KENNEDY; ; ;6;5;8;81;8103;CHIGUAYANTE;83;CONCEPCIÓN;0;37,976234;54,655179;92,05;100;79,333333;91,707599;833;61,019995;2;2;3
4576;4;ESCUELA BELGICA; ; ;6;5;8;81;8103;CHIGUAYANTE;83;CONCEPCIÓN;0;49,194724;72,281347;99,25;100;98;93,92095;812;71,958434;1;2;1
4577;2;LICEO REPÚBLICA DE ISRAEL; ; ;6;5;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;39,404633;60,344542;89,505;100;58,75;91,832403;833;61,987115;2;1;2
4578;0;ESCUELA DARIO SALAS MARCHANT; ; ;2;1;8;81;8108;SAN PEDRO DE LA PAZ;83;CONCEPCIÓN;0;35,604485;56,473163;0;100;0;90,99972;812;51,006084;2;2;3
4579;9;ESCUELA BASICA RENE LOUVEL BERT; ; ;6;5;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;38,416122;52,982747;95,5;100;73,333333;59,050964;812;53,437013;2;2;3
4581;0;ESCUELA OSCAR CASTRO ZUNIGA; ; ;6;5;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;31,781115;56,936539;96,83;100;60,5;58,592235;813;51,426335;2;2;3
4582;9;ESCUELA ESTHER HUNNEUS DE CLARO; ; ;6;5;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;26,048016;51,273895;93,94;100;67,916667;92,711445;812;55,423208;2;2;3
4585;3;LICEO REBECA MATTE BELLO; ; ;6;5;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;42,122681;61,730703;93,55;100;74,916667;87,599251;833;63,500658;1;2;1
4586;1;ESCUELA BASICA MANQUIMAVIDA; ; ;6;5;8;81;8103;CHIGUAYANTE;83;CONCEPCIÓN;0;28,624131;53,764521;90,4;100;70,5;93,262749;813;57,111799;2;2;3
4588;8;COLEGIO JUAN GREGORIO LAS HERAS; ; ;6;5;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;40,510463;54,288131;97,83;100;75;91,663493;832;61,975316;2;2;3
4589;6;LICEO LUCERO GONZALEZ; ; ;6;5;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;25,895595;52,561208;95,3;100;89,75;89,834502;833;56,267599;2;2;3
4591;8;ESCUELA BASICA REPUBLICA DE GRECIA; ; ;6;5;8;81;8103;CHIGUAYANTE;83;CONCEPCIÓN;0;33,573619;52,886483;0;100;0;90,879228;833;49,223885;2;2;3
4592;6;ESCUELA BÁSICA IRENE FREI DE CID; ; ;6;5;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;38,983686;60,01288;95,59;100;75,333333;94,580733;813;63,537398;1;2;1
4593;4;BASICA SARGENTO CANDELARIA PEREZ; ; ;2;1;8;81;8108;SAN PEDRO DE LA PAZ;83;CONCEPCIÓN;0;28,155722;57,225521;73,31;100;51,166667;91,429082;813;55,512094;2;2;3
4594;2;ESCUELA MIGUEL JOSE ZANARTU SANTA MARIA; ; ;2;1;8;81;8108;SAN PEDRO DE LA PAZ;83;CONCEPCIÓN;0;40,376834;52,690762;87,34;100;49,666667;92,853122;812;59,844262;2;2;3
4595;0;ESCUELA ENRIQUE SORO BARRIGA; ; ;2;1;8;81;8108;SAN PEDRO DE LA PAZ;83;CONCEPCIÓN;0;45,377461;59,529122;93,99;100;65,75;93,929648;812;65,049237;2;1;2
4597;7;ESCUELA LA ESPERANZA; ; ;6;5;8;81;8103;CHIGUAYANTE;83;CONCEPCIÓN;0;36,298786;54,735272;85,736364;100;67;98,020876;813;60,815202;2;2;3
4603;5;ESCUELA BASICA LAGOS DE CHILE; ; ;6;5;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;37,824713;55,190005;92,19;100;66;89,674355;812;60,008103;2;2;3
4609;4;ESCUELA PALESTINA DE PALOMARES; ; ;6;5;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;31,296069;52,704389;99,25;100;97,666667;92,886575;813;59,610154;2;2;3
4611;6;ESCUELA BASICA LUIS ALBERTO ACEVEDO; ; ;2;1;8;81;8108;SAN PEDRO DE LA PAZ;83;CONCEPCIÓN;0;41,54644;52,295217;96,37;100;73,083333;94,576562;812;62,258054;2;2;3
4612;4;ESCUELA LUIS ALFREDO MUÑOZ BURBOA; ; ;6;5;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;35,802746;54,752167;93,07;100;75,416667;93,661879;813;60,538269;2;2;3
4613;2;ESCUELA BASICA LAUTARO; ; ;6;5;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;27,201726;54,917574;93,7;100;76,5;91,259481;813;56,965645;2;2;3
4614;0;ESCUELA BASICA AGUA DE LA GLORIA; ; ;6;5;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;1;36,133198;57,075365;94,53;100;52,416667;94,634826;822;60,462681;2;2;3
4615;9;ESCUELA BASICA BOCA DEL BIO BIO SUR; ; ;2;1;8;81;8108;SAN PEDRO DE LA PAZ;83;CONCEPCIÓN;0;30,573834;55,490135;96,42;100;77,5;94,995853;813;59,408844;2;2;3
4616;7;ESCUELA BASICA MICHAIHUE; ; ;2;1;8;81;8108;SAN PEDRO DE LA PAZ;83;CONCEPCIÓN;0;29,318276;62,234974;85,23;100;53,666667;88,808908;833;57,608648;2;2;3
4617;5;COLEGIO GALVARINO DE LOMAS COLORADAS; ; ;2;1;8;81;8108;SAN PEDRO DE LA PAZ;83;CONCEPCIÓN;0;32,674734;52,521217;98,5;93,333333;64,5;92,355025;832;58,115365;2;2;3
4622;1;ESCUELA BASICA FUNDO CHANCO; ; ;6;5;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;1;37,364359;45,367522;94,5;100;93,666667;95,163094;821;59,816933;2;2;3
4626;4;ESCUELA JOSE MIGUEL CARRERA; ; ;3;2;8;81;8108;SAN PEDRO DE LA PAZ;83;CONCEPCIÓN;0;35,626969;55,979499;86,195;100;72,75;94,033049;813;60,352709;2;2;3
4627;2;COLEGIO PARTICULAR AURORA DE CHILE; ; ;3;2;8;81;8103;CHIGUAYANTE;83;CONCEPCIÓN;0;53,728885;57,244978;99,25;100;98,333333;95,542413;811;69,799279;1;2;1
4628;0;ESCUELA PARTICULAR PRESIDENTE GABRIEL GONZÁLEZ VIDELA; ; ;3;2;8;81;8103;CHIGUAYANTE;83;CONCEPCIÓN;0;47,835199;53,863784;75,44;100;62,85;91,085072;812;62,488499;2;2;3
4629;9;ESCUELA PARTICULAR PEDRO DE ONA; ; ;3;2;8;81;8108;SAN PEDRO DE LA PAZ;83;CONCEPCIÓN;0;56,256646;52,563863;87,68;100;80,916667;95,522534;812;67,854432;1;2;1
4630;2;COLEGIO DEL SAGRADO CORAZON; ; ;3;2;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;54,350745;55,819635;97,87;100;88,166667;94,870847;832;68,891393;1;2;1
4631;0;COLEGIO PARTICULAR ANDRÉS BELLO; ; ;3;2;8;81;8103;CHIGUAYANTE;83;CONCEPCIÓN;0;50,981255;55,44403;94,82;100;91,333333;93,823124;832;67,284347;2;1;2
4633;7;COLEGIO PARTICULAR SANTA INES; ; ;3;2;8;81;8103;CHIGUAYANTE;83;CONCEPCIÓN;0;45,457253;52,693693;82,82;100;76,416667;95,345448;811;63,33945;2;2;3
4635;3;COLEGIO LAGUNA REDONDA; ; ;3;2;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;58,368795;53,696081;87,035;100;74,833333;93,778627;811;68,226421;1;2;1
4636;1;COLEGIO MARCELA PAZ; ; ;3;2;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;50,025051;54,239709;83,76;90;66;95,658796;831;64,866923;2;2;3
4638;8;UNIDAD DE INTEGRACIÓN DEL LIMITADO VISUAL; ; ;3;2;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0; ; ;77,2375;100;92,75;100;851;95,062143;2;2;3
4639;6;ESCUELA PARTICULAR SANTA EMILIA; ; ;3;2;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;55,839402;55,224774;90,57;100;91,333333;92,098872;812;68,386134;1;2;1
4641;8;COLEGIO PARTICULAR ALBORADA; ; ;3;2;8;81;8108;SAN PEDRO DE LA PAZ;83;CONCEPCIÓN;0;41,760456;52,333503;96,58;100;82;92,677043;811;62,388499;2;2;3
4644;2;COLEGIO PARTICULAR JUAN BOSCO; ; ;3;2;8;81;8108;SAN PEDRO DE LA PAZ;83;CONCEPCIÓN;0;40,479151;57,610487;86,935;100;63,333333;94,56444;832;62,295166;2;2;3
4645;0;COLEGIO PARTICULAR EL LIBERTADOR; ; ;3;2;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;52,268285;52,525896;99,3;100;90,083333;95,888649;811;67,604186;2;1;2
4646;9;COLEGIO SANTA SABINA; ; ;3;2;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;58,570148;54,505737;98,5;100;100;94,122885;831;70,549596;1;2;1
4647;7;COLEGIO PARTICULAR ALONSO DE ERCILLA; ; ;3;2;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;40,494994;58,061005;90,42;100;61,166667;89,971529;813;61,517499;2;2;3
4648;5;ESCUELA BASICA MALVINA ROMERO VIDAL; ; ;3;2;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;39,385585;52,670459;82,35;100;80,5;94,885292;811;61,161159;2;2;3
4649;3;COLEGIO PARTICULAR EL ARRAYAN;31085; ;3;2;8;81;8108;SAN PEDRO DE LA PAZ;83;CONCEPCIÓN;0;49,720535;54,253182;70,265;100;51,083333;95,932997;811;63,462815;2;2;3
4650;7;COLEGIO COLEGIO MARTÍN LUTHER; ; ;3;2;8;81;8108;SAN PEDRO DE LA PAZ;83;CONCEPCIÓN;0;33,117539;58,902771;78,94;100;48,666667;95,077669;813;58,833086;2;2;3
4655;8;COLEGIO ADVENTISTA DE CONCEPCION;17644;17686;3;2;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;51,811652;51,71873;93,92;100;95,416667;96,119188;832;67,20381;2;2;3
4656;6;ESCUELA PARTICULAR INSTITUTO SAN PEDRO; ; ;3;2;8;81;8108;SAN PEDRO DE LA PAZ;83;CONCEPCIÓN;0;50,004463;54,2006;97,68;100;92,333333;95,696692;832;67,208558;2;2;3
4658;2;ESCUELA PARTICULAR MANQUIMAVIDA; ; ;3;2;8;81;8103;CHIGUAYANTE;83;CONCEPCIÓN;0;56,460903;56,421074;98,75;100;92,25;93,530777;812;69,802706;1;2;1
4659;0;COLEGIO LA PROVIDENCIA; ; ;3;2;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;55,604374;48,12102;94,5;100;97,166667;94,805282;832;67,432999;2;1;2
4660;4;ESCUELA PARTTICULAR SANTA CATALINA DE SIENA; ; ;3;2;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;35,666749;49,924027;73,145;100;53,416667;91,670104;813;56,402381;2;2;3
4662;0;COLEGIO SAN IGNACIO; ; ;3;2;8;81;8108;SAN PEDRO DE LA PAZ;83;CONCEPCIÓN;0;49,697292;51,498016;92,37;100;79,333333;95,206672;831;65,261777;2;2;3
4663;9;COLEGIO MARIA INMACULADA; ; ;3;2;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;59,371221;54,131343;98,5;100;91,583333;94,736349;832;70,455291;1;2;1
4664;7;COLEGIO SANTA EUFRASIA; ; ;3;2;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;49,24542;50,579676;94,05;100;80,333333;93,92371;832;64,705997;2;2;3
4665;5;COLEGIO EDWARD; ; ;3;2;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;56,5188;52,987479;95,76;96,666667;87,583333;95,750778;811;68,871721;1;2;1
4666;3;COLEGIO SANTA LUISA DE CONCEPCION; ; ;3;2;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;52,700005;48,660392;96,25;100;84,166667;95,7427;832;66,170639;2;2;3
4667;1;COLEGIO SAN PATRICIO; ; ;3;2;8;81;8103;CHIGUAYANTE;83;CONCEPCIÓN;0;41,787523;51,697227;97;100;98;93,938861;832;63,323157;2;2;3
4669;8;LICEO SAN AGUSTIN DE CONCEPCION; ; ;3;2;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;58,147506;49,230097;97,62;100;94,833333;95,221109;831;68,846515;2;2;3
4670;1;ESCUELA PARTICULAR EL NAZARENO; ; ;3;2;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;32,457897;52,479353;87,26;100;90;92,547874;813;58,799773;2;2;3
4672;8;LICEO TÉCNICO PROFESIONAL JORGE SÁNCHEZ UGARTE; ; ;3;2;8;81;8101;CONCEPCIÓN;83;CONCEPCIÓN;0;55,576205;54,604351;95,5;100;69,75;92,840114;833;67,494739;1;2;1
4675;2;ESCUELA PARTICULAR ANDRES BELLO; ; ;3;2;8;81;8108;SAN PEDRO DE LA PAZ;83;CONCEPCIÓN;0;44,407777;53,012306;100;100;96,5;94,88449;812;64,973911;2;2;3
4677;9;ESCUELA PARTICULAR SAN JOSE; ; ;3;2;8;81;8108;SAN PEDRO DE LA PAZ;83;CONCEPCIÓN;0;57,445256;58,832502;100;93,333333;93,833333;95,632625;832;71,325356;1;2;1
4691;4;COLEGIO CHILENO ARABE; ; ;3;2;8;81;8103;CHIGUAYANTE;83;CONCEPCIÓN;0;55,645681;54,033601;93,17;100;82,166667;95,643487;831;68,458411;2;2;3
4700;7;LICEO BICENTENARIO INDUSTRIAL DE LA CONSTRUCCIÓN HERNÁN VALENZUELA LEYTON; ; ;5;4;8;81;8112;HUALPÉN;83;CONCEPCIÓN;0;42,686233;54,591822;79,636364;100;79,966667;90,37144;833;61,737848;2;1;2
4702;3;LICEO BICENTENARIO ALMIRANTE PEDRO ESPINA RITCHIE; ; ;2;1;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;0;37,950972;53,702298;100;100;100;91,146164;833;62,13066;2;1;2
4703;1;LICEO INDUSTRIAL JUAN ANTONIO RIOS; ; ;2;1;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;0;25,337145;54,083498;76,781818;100;38,5;89,793739;833;52,804655;2;2;3
4706;6;LICEO TÉCNICO PROFESIONAL PEDRO DEL RÍO ZAÑARTU; ; ;2;1;8;81;8112;HUALPÉN;83;CONCEPCIÓN;0;26,337549;54,139863;0;100;0;91,841587;833;47,109204;2;2;3
4707;4;LICEO COMERCIAL PROFESOR SERGIO MORAGA ARCIL; ; ;2;1;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;0;26,453684;58,467621;90,363636;93,333333;78,916667;88,017255;833;56,756911;2;2;3
4708;2;LICEO POLIVALENTE LAS SALINAS; ; ;2;1;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;0;24,068288;54,139863;75,840909;76,666667;59,833333;87,502926;833;52,390527;2;2;3
4709;0;LICEO TECNICO DE TALCAHUANO; ; ;2;1;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;0;21,809149;54,083498;89,481818;93,333333;98;88,76662;833;54,876997;2;2;3
4711;2;ARTURO PRAT CHACON; ; ;2;1;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;0;36,360563;52,011982;99,5;100;76,75;95,895263;812;60,921221;2;2;3
4712;0;LICEO SANTA LEONOR; ; ;2;1;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;0;34,067969;52,955335;88,84;100;63,5;92,932523;833;58,383198;2;2;3
4713;9;ESCUELA THOMAS JEFFERSON D 465; ; ;2;1;8;81;8112;HUALPÉN;83;CONCEPCIÓN;0;36,23295;57,658247;93,65;100;90,166667;92,565219;812;62,042182;2;2;3
4714;7;ESCUELA HELEN KELLER ADAMS; ; ;2;1;8;81;8112;HUALPÉN;83;CONCEPCIÓN;0;35,438209;54,016932;84,59;96,666667;64,5;94,106723;812;59,174091;2;2;3
4715;5;LICEO SIMÓN BOLÍVAR; ; ;2;1;8;81;8112;HUALPÉN;83;CONCEPCIÓN;0;30,93881;54,5964;0;100;0;89,95638;833;48,524755;2;2;3
4717;1;LICEO TÉCNICO PROFESIONAL LUCILA GODOY ALCAYAGA; ; ;2;1;8;81;8112;HUALPÉN;83;CONCEPCIÓN;0;29,860761;52,076885;85,640909;100;45;92,051134;833;55,269714;2;2;3
4719;8;ESCUELA REPUBLICA DEL PERU; ; ;2;1;8;81;8112;HUALPÉN;83;CONCEPCIÓN;0;34,762598;52,321382;79,535;100;75,166667;94,977669;812;58,937669;2;2;3
4720;1;ESCUELA D N° 475; ; ;2;1;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;0;32,005985;50,693607;94,32;100;77,083333;93,511888;813;58,122407;2;2;3
4722;8;ESCUELA BLANCA ESTELA PRAT CARVAJAL; ; ;2;1;8;81;8112;HUALPÉN;83;CONCEPCIÓN;0;40,635943;54,173175;93,45;100;76,333333;94,655546;812;62,451675;2;2;3
4723;6;ESCUELA MEXICO ESTADO DE GUERRERO; ; ;2;1;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;0;47,344199;55,215582;96,18;100;90,916667;95,482457;812;66,30049;1;2;1
4724;4;ESCUELA BASICA LA DAMA BLANCA; ; ;2;1;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;0;34,480455;52,664151;98,4;100;80,833333;93,802337;812;60,085911;2;2;3
4725;2;ESCUELA VILLA INDEPENDENCIA; ; ;2;1;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;0;43,361147;56,496627;89,41;96,666667;70,416667;94,949325;811;63,570298;2;2;3
4726;0;ESCUELA BASICA LAS HIGUERAS; ; ;2;1;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;0;33,042748;49,900472;99,5;96,666667;98,333333;94,801531;812;59,874286;2;2;3
4727;9;COLEGIO HUACHIPATO; ; ;2;1;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;0;39,356924;56,5145;82;100;62,666667;93,253355;812;60,955193;2;2;3
4728;7;COLEGIO LOS CONDORES; ; ;2;1;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;0;38,031986;50,753197;89,95;100;69;94,071385;812;59,825435;2;2;3
4730;9;ESCUELA ALONKURA; ; ;2;1;8;81;8112;HUALPÉN;83;CONCEPCIÓN;0;39,873401;54,122287;84,37;100;63,083333;94,479445;812;60,909243;2;2;3
4731;7;ESCUELA BÁSICA CRISTÓBAL COLÓN; ; ;2;1;8;81;8112;HUALPÉN;83;CONCEPCIÓN;0;32,00006;61,69695;81,68;100;71,166667;91,978502;812;59,809572;2;2;3
4732;5;ESCUELA BASICA CRUZ DEL SUR; ; ;2;1;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;0;43,971156;57,077521;85,15;100;86;94,841246;811;64,525108;2;2;3
4733;3;LICEO BICENTENARIO ANITA SERRANO SEPULVEDA; ; ;2;1;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;0;42,316378;59,451207;89,37;100;79,833333;92,144897;833;63,929142;1;2;1
4734;1;ESCUELA BASICA LIBERTAD; ; ;2;1;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;0;39,795685;56,84621;84,745;100;77,75;91,8188;813;61,813678;2;1;2
4736;8;ESCUELA CORNETA CABRALES; ; ;2;1;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;0;39,483921;54,751104;100;100;100;95,960845;811;64,050746;2;2;3
4737;6;COLEGIO BASICO VILLA ACERO; ; ;2;1;8;81;8112;HUALPÉN;83;CONCEPCIÓN;0;36,811525;54,077143;90,56;100;93,583333;94,57165;812;61,680394;2;2;3
4740;6;C.E.I.A. HUALPENCILLO; ; ;2;1;8;81;8112;HUALPÉN;83;CONCEPCIÓN;0;34,932214;56,036438;76,76;100;64,75;70,059447;833;53,8713;2;2;3
4741;4;ESCUELA DIFERENCIAL PUERTA NUEVA; ; ;2;1;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;0;36,298786;54,735272;0;100;0;92,875155;813;51,188961;2;2;3
4742;2;COLEGIO REMODELACION SIMONS; ; ;2;1;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;0;37,502351;52,55007;96,58;100;97,5;93,990555;813;61,937611;2;1;2
4744;9;ESCUELA BASICA CERRO CORNOU; ; ;2;1;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;0;39,040784;48,650483;86,56;100;86,666667;95,038434;812;60,502614;2;2;3
4746;5;ESCUELA BUENA VISTA ZAROR;4748; ;2;1;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;0;35,09618;54,608612;83,47;100;58,333333;91,80683;813;58,398367;2;2;3
4747;3;ESCUELA F 500 HUERTOS FAMILIARES; ; ;2;1;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;0;38,618142;55,407825;96,82;100;80,833333;95,960513;811;62,765083;2;2;3
4750;3;ESCUELA SANTA CLARA; ; ;2;1;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;0;37,91507;52,010747;87,62;56,666667;59,833333;60,062386;812;51,18751;2;2;3
4751;1;CENTRO LABORAL POLIVALENTE ALONKURA; ; ;2;1;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;0; ; ;82,4625;100;72,75;100;851;93,100714;2;2;3
4753;8;ESCUELA BASICA PENINSULA DE TUMBES; ; ;2;1;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;1;48,284896;53,350075;93,55;100;86,416667;94,813846;822;65,596312;1;2;1
4754;6;ESCUELA BASICA CERRO SAN FRANCISCO; ; ;2;1;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;0;30,737196;55,528299;86,105;73,333333;72,666667;60,505192;813;50,498129;2;2;3
4758;9;COLEGIO CARMELA CARVAJAL DE PRAT; ; ;3;2;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;1;49,669444;51,293926;78,88;100;80,216667;93,897201;821;64,141011;2;2;3
4760;0;COLEGIO BERNARDO O´HIGGINS; ; ;3;2;8;81;8112;HUALPÉN;83;CONCEPCIÓN;0;51,050537;51,791966;92,99;100;88,416667;96,244736;832;66,564525;2;2;3
4762;7;LICEO LA ASUNCION; ; ;3;2;8;81;8110;TALCAHUANO;83;CONCEPCIÓN;0;55,532509;53,896826;92,6;100;90;78,132866;832;64,88337;2;2;3
