RBD,NOM_RBD,DOCENTES
10723,COLEGIO PARTICULAR INTEGRAL ARTURO PRAT,11
10725,CENTRO EDUCACIONAL ISLA DE MAIPO,31
10726,LICEO BICENTENARIO MARIO BERTERO CEVASCO,46
10727,LICEO REPUBLICA DE ITALIA,29
10729,ESCUELA BASICA EFRAIN MALDONADO TORRES,39
10730,ESC.BASICA SAN ANTONIO DE NALTAGUA,16
10734,CENTRO EDUC. PART. MARIA REINA INMACULADA,36
10735,LICEO POLIV. LUIS HUMBERTO ACOSTA GAY,49
10736,ESCUELA REPUBLICA DEL ECUADOR,39
10737,ESC. BASICA  JAVIERA CARRERA VERDUGO,42
10738,ESCUELA REPUBLICA DE HONDURAS,46
10740,ESCUELA CHINIGUE EL CRISTO,29
10741,ESCUELA EL REMANSO,38
10742,ESCUELA BAS. DIVINA PROVIDENCIA,32
10743,INSTITUTO SAN FRANCISCO,15
10744,ESCUELA BAS. COLEGIO EMELINA URRUTIA,20
10746,LICEO MUNICIPALIZADO PENAFLOR,17
10747,ESCUELA TERESA DE CALCUTA,18
10748,ESCUELA EMILIA LASCAR,47
10749,LICEO BICENTENARIO DE EXCELENCIA PAUL HARRIS,45
10750,ESCUELA ROSALINA PESCIO VARGAS,55
10751,LICEO COMERCIAL REPUBLICA DE BRASIL,18
10752,ESCUELA REPUBLICA ARGENTINA,21
10753,ESCUELA REPUBLICA CHECA,16
10754,ESCUELA MAND EDUARDO FREI MONTALVA,27
10755,ESCUELA ESPECIAL NAZARETH,21
10756,ESCUELA SONIA PLAZA CASTRO,20
10757,COLEGIO ALBERTO HURTADO CRUCHAGA,33
10758,ESCUELA MALLOCO,29
10760,ESCUELA REPUBLICA DE ISRAEL,25
10763,ESCUELA CRISTAL CHILE,23
10764,ESCUELA LA ESPERANZA,22
10765,ESCUELA BASICA G-N°673 PELVIN SAN FRANCISCO DE ASIS,9
10766,ESCUELA DOLORES CATTIN FAUNDEZ,16
10767,ESCUELA BASICA ACADEMIA MALLOCO,29
10768,ESCUELA BASICA N 41 AUGUSTO D`HALMAR,15
10769,ESC.BASICA PART.BENJAMIN VERGARA,36
10771,ESCUELA BAS. PART. COLEGIO CLAUDIO GAY,14
10772,COL.PART.INMAC.CONC. DE NTRA.SRA. DE LOURDES,30
10773,COMPLEJO EDUC.PART. LUIS PASTEUR,62
10774,ESCUELA PARTICULAR EL REFUGIO,6
10778,ESCUELA SAN MIGUEL,24
10780,LICEO POLIV. HNOS. SOTOMAYOR BAEZA,42
10781,LICEO POLITECNICO MUNICIPAL MELIPILLA,31
10782,ESCUELA IGNACIO SERRANO MONTANER,21
10783,LICEO GABRIELA MISTRAL DE MELIPILLA,44
10784,COLEGIO HUILCO ALTO,17
10785,COLEGIO MONS. JAIME LARRAIN BUNSTER,14
10786,ESCUELA SAN JOSE DE LA VILLA,13
10789,ESCUELA GRAL. CAROL URZUA,10
10790,ESCUELA REPUBLICA DEL BRASIL,32
10791,COLEGIO POMAIRE,44
10792,LICEO POLIV. EL BOLLENAR,37
10794,ESCUELA SANTA ROSA ESMERALDA,21
10795,ESCUELA CLAUDIO ARRAU,17
10796,ESCUELA PATRICIO LARRAIN GANDARILLAS,9
10797,ESCUELA PEDRO MARIN ALEMANY,19
10798,ESCUELA BASICA CARMEN BAJO,16
10799,ESCUELA RAMON NOGUERA PRIETO,16
10805,ESCUELA PUANGUE,10
10810,ESCUELA LIDIA MATTE HURTADO,14
10816,ESCUELA JOSE CAMARENA ESCRIVA,13
10818,ESCUELA HUECHUN,14
10821,ESCUELA RAQUEL FERNANDEZ DE MORANDE,14
10825,ESCUELA PADRE ALBERTO HURTADO,3
10827,ESCUELA BASICA EL PABELLON,18
10828,COLEGIO PARTICULAR ALONSO DE ERCILLA,31
10829,ESC. BAS. NUESTRA SEÑORA Y MADRE DEL CARMEN,38
10830,COLEGIO POLITEC.NTRA.SRA.DE LA PRESENTAC,19
10831,COLEGIO PARTICULAR MELIPILLA,41
10832,COLEGIO POLIVALENTE SAN AGUSTIN,121
10833,CENTRO EDUCACIONAL MENESIANO,56
10834,COLEGIO MARAMBIO,20
10835,LICEO MUNICIPAL F-N°860,24
10836,ESCUELA BASICA F-N° 732 CHOROMBO ALTO,26
10837,ESCUELA BASICA F-N°738 LOS RULOS,16
10838,ESCUELA BASICA G-N°733 CHOROMBO BAJO,17
10839,ESCUELA BASICA G-N°734 LAS MERCEDES,22
10840,ESCUELA BASICA G-N°737 SANTA EMILIA,22
10842,ESCUELA BASICA VALLE DE PUANGUE,39
10844,ESCUELA SAN JOSE OBRERO DE CURACAVI,39
10845,LICEO PRESIDENTE BALMACEDA,33
10846,ESCUELA FERNANDO CARVAJAL PINTO,16
10848,ESCUELA ELIECER PEREZ VARGAS,20
10849,ESCUELA HERIBERTO ERLWEIN  S.,2
10851,COLEGIO INSTITUTO SAN LUIS DE CURACAVI,14
10852,ESCUELA BASICA N°403 NUESTRA SRA. DE LA GUARDIA,17
10854,LICEO MUNICIPAL DE SAN PEDRO,48
10856,ESCUELA BASICA G-N°126,14
10858,ESCUELA BASICA G-N°128 ATALICIO AGUILAR A.,13
10861,ESCUELA BASICA G-N°130,9
10862,ESCUELA BASICA G-N°131,16
10864,ESCUELA BASICA G-N°134 NIHUE,10
10865,ESCUELA ENRIQUE REYMOND ALDUNATE,12
10868,ESCUELA BASICA G-N°139,7
10869,ESCUELA BASICA G-N°140,5
10870,ESCUELA BASICA G-N°141,3
10871,ESCUELA BASICA G-N°498,5
10873,LICEO MUNICIPAL SARA TRONCOSO TRONCOSO,39
10877,ESCUELA EL ASIENTO,10
10878,ESCUELA BARRANCAS DE PICHI,10
10879,ESCUELA SAN ALFONSO,16
10880,ESCUELA HACIENDA ALHUE,15
10881,COLEGIO SAN SEBASTIAN,9
10884,ESC. EDUCACION ESPECIAL LOS IBISCOS,17
10887,ESCUELA DE CHITITA,1
10889,CENTRO TRAT. INTEG. LOS TAMARUGOS,19
10892,NORTH AMERICAN COLLEGE,144
10893,ESCUELA EJERCITO DE SALVACION,49
10898,JARDIN INFANTIL ACUARELA,2
10900,COLEGIO LIRIMA,22
10901,COLEGIO SAN MARTIN,29
10905,ESCUELA BASICA FUERTE BAQUEDANO,20
10906,COLEGIO FORD COLLEGE,16
10911,LICEO BICENTENARIO PABLO NERUDA,33
10913,CENTRO CAP.LAB. REINO DE BELGICA,12
10915,COLEGIO CARDENAL ANTONIO SAMORE,57
10916,ESCUELA CALETA CHANAVAYITA,19
10917,LICEO S.S JUAN PABLO SEGUNDO,43
10956,ESCUELA DIFERENCIAL SANTA CECILIA,21
10962,COLEGIO JUAN PABLO II,38
10963,COLEGIO EVANGELICO EJERCITO DE SALVACION CATHERINE BOOTH,30
10967,LICEO ELEUTERIO RAMIREZ MOLINA,27
10968,LICEO MAYOR GRAL.(E) OSCAR BONILLA,39
10970,LICEO JORGE ALESSANDRI RODRIGUEZ,35
10973,ESCUELA DE EDUCACION DIFERENCIAL CENTRO DE CAPACITACION ESPERANZA,8
10974,ESCUELA NUEVA LUZ ALEJANDRO MARTINETTI TAPIA,13
10975,ESCUELA DE PARVULOS SAINT PATRICK S SCH.,11
10976,ESC. PARVULOS PRESBITERIANA EL REDENTOR,10
11025,ESCUELA FRONTERIZA,16
11027,ESCUELA HORNITOS,1
11032,ESCUELA CRISTIANA BÁSICA BETHEL,21
11033,ESCUELA BÁSICA ANGELINA SALAS OLIVARES,32
11034,LICEO JORGE ALESSANDRI RODRÍGUEZ,25
11036,ESCUELA JOSÉ JOAQUÍN VALLEJOS,2
11038,LICEO GENERAL RAMÓN FREIRE,22
11103,COLEGIO LOS CARRERA,13
11105,COLEGIO PARTICULAR MIGUEL DE CERVANTES,56
11106,COLEGIO PARTICULAR SANTA MARIA,68
11107,COLEGIO PART.SANTA TERESA DE JESUS,15
11110,LICEO JORGE IRIBARREN CHARLIN DE HURTADO,13
11111,LICEO ALBERTO GALLARDO LORCA,35
11114,COLEGIO NUEVO MUNDO,8
11130,COLEGIO SAN IGNACIO DE LOYOLA,34
11133,COLEGIO PARTICULAR SAN GABRIEL,5
11136,COLEGIO SAN ALBERTO HURTADO CRUCHAGA,1
11139,LICEO FERNANDO BINVIGNAT MARIN,31
11144,ESCUELA DIEGO DE ALMEYDA,48
11145,COLEGIO PARTICULAR CALASANZ,24
11147,COLEGIO MANANTIAL,17
11153,ESCUELA LA PARRITA,2
11155,LICEO JORGE ALESSANDRI RODRIGUEZ,34
11157,COLEGIO LIBERTADOR SIMON BOLIVAR,15
11176,COLEGIO CHAMPAGNAT,53
11177,COLEGIO PARROQUIAL SAN NICOLAS,48
11178,CENTRO EDUCACIONAL CENINES,19
11180,ESC. DE PARVULOS LA PEQUEÑA POLITA,7
11196,CTRO.REC.ATENC.DIVERS.CRAD PAUL PERCY HARRIS,7
11199,COLEGIO LUIS CRUZ MARTINEZ,37
11200,ESCUELA PADRE ALBERTO HURTADO,3
11201,BRITISH SCHOOL SAN ANTONIO,13
11203,COLEGIO PARTICULAR CLAUDIO GAY,12
11205,CENTRO EDUC.ESPECIAL ANN SULLIVAN,5
11206,ESCUELA MUNICIPAL LAS PUERTAS,2
11209,COLEGIO GALILEO GALILEI,21
11217,COLEGIO SAINT THOMAS,10
11220,COLEGIO LUIS GALDAMEZ,11
11223,COLEGIO ITALIANO,8
11224,COLEGIO PARTICULAR BECARB,14
11230,COLEGIO DE ADULTOS PROFESOR MANUEL GUERRERO CEBALLOS,1
11237,COLEGIO ALEMAN DE SAN FELIPE,20
11240,ESCUELA SAN GABRIEL DE LA RIVERA,21
11241,JOSEPH LISTER SCHOOL,3
11242,COLEGIO EL COBRE DE LOS ANDES,12
11245,COL.EDUC. ESPECIAL DR. ALBERT SCHWEITZER,12
11246,LICEO ELISA ESCOBEDO LA PAZ,9
11248,ESC. ADRIANA ARANGUIZ CERDA,21
11256,COLEGIO PARTICULAR SUBV.DON BOSCO,18
11261,ESCUELA DIGNA CAMILO,30
11263,CENTRO PARVULARIO DE CHIMBARONGO,16
11265,COLEGIO ENA BELLEMANS MONTTI,48
11277,ESCUELA GABRIELA MISTRAL,27
11279,ESCUELA ANGEL MARIA,2
11283,ESCUELA CARDONAL PANILONCO,8
11284,CENTRO DE EDUCACION DE ADULTOS,22
11286,LICEO HERIBERTO SOTO SOTO,28
11287,LICEO BERTA ZAMORANO LIZANA,44
11291,VILLA MARIA COLLEGE,25
11318,ESCUELA DIFERENCIAL SANTA ADRIANA,9
11323,ESCUELA REINO DE DINAMARCA,32
11330,ESCUELA DIFERENCIAL SAN CLEMENTE,28
11333,ESCUELA OSVALDO HIRIART CORVALAN,7
11336,COLEGIO PARTICULAR NOBEL SCHOOL,22
11337,CENTRO DE EDUCACION INTEGRADA DE ADULTOS,7
11338,ESCUELA DIFERENCIAL ESPERANZA,23
11339,ESCUELA SAN ANTONIO,27
11342,ESCUELA CARLOS TRUPP WANNER,38
11343,COLEGIO NUEVA HOLANDA,18
11344,INST. EDUC. DE ADULTOS JAVIERA CARRERA,23
11347,ESCUELA DE PARVULOS SAN CLEMENTE,17
11348,COLEGIO DE MARIA,14
11350,ESCUELA ESPECIAL BELLAVISTA,4
11352,ESCUELA EL GUINDO,5
11394,ESCUELA GABRIELA MISTRAL,51
11395,ESCUELA BASICA LLOICURA,5
11397,COLEGIO ADVENTISTA,26
11398,ESCUELA MAULE,29
11400,LICEO TRAPAQUEANTE,18
11401,ESCUELA ESPECIAL CONSTITUCION,12
11405,ESCUELA FERNANDO BAQUEDANO,56
11407,ESCUELA BASICA LOS OLIVOS,10
11408,ESCUELA PARTICULAR SANTA PILAR,6
11414,ESCUELA MIGUEL DE CERVANTES,7
11417,ESCUELA ADULTOS LAS AMERICAS,20
11419,ESCUELA COLICO BAJO,1
11420,COLEGIO METODISTA LAGUNILLAS,24
11425,ESCUELA CIFUENTES BAJO,1
11429,COLEGIO ALIWEN,14
11430,COLEGIO TERESIANO PADRE ENRIQUE,47
11431,ESCUELA DIFERENCIAL MARIA MONTESSORI,6
11462,ESCUELA COLONIA RAYEN-LAFQUEN,5
11465,COLEGIO LATINOAMERICANO,9
11467,ESCUELA PARTICULAR VILCUN,19
11471,ESCUELA PARTICULAR FOLILCO,9
11472,ESCUELA ARAUCARIAS,28
11473,ESCUELA PARTICULAR BASICA ILWEN,2
11498,COMPLEJO EDUCACIONAL PRINCIPE DE GALES,38
11501,COLEGIO RAKIDUAM,7
11509,ESCUELA BASICA SAN SEBASTIAN DE MAQUEHUE,30
11520,ESCUELA ESPECIAL AYELEN,12
11522,ESCUELAS BASICA RENICO GRANDE,2
11526,ESCUELA PARTICULAR HUALAPULLI,6
11527,LICEO POLITECNICO METODISTA LA GRANJA,25
11528,ESCUELA PARTICULAR SANTA ELENA,1
11529,ESCUELA ESPECIAL LOS CANELOS,10
11530,ESCUELA ESPEC.RETARDO MENTAL AMMILLAN,12
11532,ESCUELA PARTICULAR LUIS ISRAEL,3
11540,ESCUELA PARTICULAR ALEPUE,4
11542,ESCUELA PARTICULAR MELIQUINA,1
11544,ESCUELA PARTICULAR MISIONAL PELCHUQUIN,9
11548,ESCUELA CLAUDIO MATTE,22
11553,ESCUELA RURAL NALHUITAD,8
11577,ESCUELA ESPECIAL TALLER LABORAL MATICES,2
11578,ESCUELA PARTICULAR N.300 YUSTE,2
11581,ESCUELA PARTICULAR LOS CIERVOS,1
11590,ESCUELA RURAL SAN PEDRO,2
11591,INSTITUTO TECNICO PROFESIONAL LLIFEN,34
11593,ESCUELA RURAL MARIA ENRIQUETA CHIGUAY CAIPILLAN,1
11594,COLEGIO ANTILLANCA,15
11608,LICEO TECNICO PROFESIONAL JUAN PABLO II,43
11609,ESCUELA MUNICIPAL MELIMOYU,1
11612,ESCUELA BASICA RIBERA SUR,29
11674,ESCUELA PARTICULAR CANICU,12
11675,ESCUELA ESPECIAL DE LENGUAJE CAMPANELLA,6
11677,ESCUELA ANDRES ALCAZAR,57
11678,LICEO ADVENTISTA,19
11680,COLEGIO CHARLES DARWIN,26
11681,COLEGIO MIGUEL DE CERVANTES,12
11687,ESCUELA REPUBLICA ARGENTINA,32
11704,ESCUELA PUERTA DE LA CORDILLERA,46
11705,COLEGIO LOS EDUCADORES,9
11706,LICEO PARTICULAR LOS ANDES,27
11707,COLEGIO PARTICULAR NIÑO JESÚS,26
11708,COLEGIO PARQUE CENTRAL,15
11709,COLEGIO ALERCE,13
11711,ESCUELA LUIS MARTÍNEZ GONZÁLEZ,63
11712,ESCUELA PARTICULAR GASPAR CABRALES,54
11714,ESCUELA CHACUIVI,7
11715,COLEGIO PARTICULAR ALBERTO BLEST GANA,23
11716,COLEGIO MARÍA INMACULADA DE LOS ÁNGELES,17
11718,ESCUELA PARTICULAR JUAN PABLO SEGUNDO,34
11719,ESCUELA PARTICULAR BIOBÍO DE LOS ÁNGELES,15
11739,ESCUELA PART.TRAPA TRAPA BUTALELBUM,12
11741,COLEGIO SAN ANDRÉS,18
11743,COLEGIO BASICO LOS LOBOS,17
11744,ESCUELA CHILLAN VIEJO,5
11746,ESCUELA PARTICULAR LOS CONFINES,19
11759,ESCUELA ESPECIAL AMERICA DEL SUR,6
11761,ESCUELA PARTICULAR SAN FELIPE NERI,8
11776,COLEGIO THE MAYFLOWER SCHOOL,14
11788,ESCUELA ESPECIAL PARTICULAR LO HERMIDA,5
11789,ESCUELA BASICA PART.BROTHERS SCHOOL,16
11791,ESC ESPECIAL NUESTRA SENORA DE LOURDES,4
11792,LICEO PARTIC.ALBERTO MAGNO LA FLORIDA,27
11793,ESC BASICA PARTICULAR SAN VALENTIN,9
11794,ESCUELA ESPECIAL PARTICULAR VARESCA,8
11795,COLEGIO SAN CARLOS DE LA FLORIDA,13
11797,ESC PARTICULAR MANUEL VICUNA LARRAIN,8
11800,ESCUELA ESPECIAL PARTICULAR LAS ROSAS,9
11804,ESCUELA ESPECIAL NUEVA ALBORADA,4
11805,COLEGIO POLIVALENTE INGLES,14
11806,ESCUELA BASICA PARTICULAR ARMI,6
11809,ESC.PAR.MAURICE AND NATALY SCHOOL,8
11811,LICEO SANTA MARIA EUFRASIA,5
11812,COLEGIO TOMAS MORO,43
11813,ESCUELA PARTICULAR ALVAREZ DE TOLEDO,4
11814,COLEGIO PESTALOZZI,1
11818,COMPLEJO EDUC.PARTICULAR DE LAS ACACIAS,36
11828,ESCUELA ESPECIAL PARTICULAR SOR TERESA,9
11830,ESCUELA BASICA  1287 SAN MARCOS APOSTOL,17
11831,LICEO INDUSTRIAL BENJAMIN FRANKLIN,25
11835,ESCUELA PARTICULAR ROYAL SCHOOL,15
11836,ESCUELA ESPECIAL PARTICULAR NUEVA SENDA,4
11837,ESCUELA SAINT MARY SCHOOL,22
11838,ESCUELA PART. STA. CLARISA DE COLINA,19
11843,MASTER COLLEGE,9
11845,ESCUELA PARTICULAR BELGICA,23
11851,COLEGIO JOSE MANUEL BALMACEDA,31
11853,ESCUELA BAS. PARTICULAR MILLARAY,7
11854,ESCUELA BASICA PARTICULAR BRASILIA,25
11862,ESCUELA DE PARVULOS TRIBILIN,4
11867,COLEGIO UNIVERSAL SAN FRANCISCO,16
11870,ESC.BAS. PART. COLEGIO HAYDN DE SAN JOAQUIN,26
11871,COLEGIO PEDRO DE VALDIVIA,6
11878,ESCUELA ESPECIAL ARNOLD GESELL,10
11883,LICEO MUNICIPAL POLIVALENTE MARIA PINTO,23
11886,ESCUELA BASICA EL CARMELO,19
11906,ESCUELA BAS. LOS CARRERA,12
11909,ESCUELA PARTICULAR N°333 EL ANGEL,11
11914,ESCUELA BASICA Nº128 SAN RAMON,18
11918,FROILAN YAÑEZ DE LA BARRA,10
11921,COLEGIO INFOCAP,6
11924,ESCUELA ESPECIAL LORENZO EITING,2
11926,ESCUELA BASICA PARTICULAR ROQUER,3
11928,ESCUELA ANTILLANCA,9
11931,CENTRO EDUC.PART.ORDEN DE SAN JORGE,19
11932,ESCUELA ESPECIAL JULIO BERNALDO QUIROS,1
11936,COLEGIO JACQUES COUSTEAU,26
11942,COLEGIO ABERSAN,14
11949,COLEGIO CRISOL,14
11950,COLEGIO MONTEVERDE,23
11952,ESCUELA BELEN O¦HIGGINS,17
11962,COLEGIO  PEDRO DE VALDIVIA-AGUSTINAS,18
11965,CENTRO EDUCACIONAL SAN LORENZO,77
11968,COLEGIO CUMBRES,52
11971,COLEGIO SANTO DOMINGO_PADRES DOMINICOS,44
11977,SAINT CHRISTIAN COLLEGE,35
11979,COLEGIO MIGUEL ANGEL,18
11980,ESCUELA ESPECIAL PARTICULAR CECLA,12
11993,ESCUELA BASICA JUAN PABLO DUARTE,46
11994,LICEO POLIVALENTE BAHIA DARWIN,27
11997,ESCUELA JOSE IBAÑEZ,14
11998,ESCUELA BASICA PARTICULAR HUEÑECITO,6
12001,COLEGIO PARTICULAR EVANGÉLICO BETANIA,28
12002,ESCUELA PARTICULAR TOQUI CAUPOLICAN,40
12004,LICEO POLITECNICO CURANILAHUE,19
12005,COLEGIO DON ORIONE,27
12006,LICEO AGRICOLA SAN CARLOS,15
12008,ESCUELA PARTICULAR AMERICO VESPUCIO,50
12014,ESCUELA DE PARVULOS Y ESC.ESP.LENG.DIVINO MAESTRO,8
12015,COLEGIO CONCEPCION,10
12018,ESCUELA EL RODEO,5
12020,ESCUELA BASICA ENRIQUE ZANARTU PRIETO,48
12022,ESCUELA BASICA CHACAYAL SUR,16
12023,COLEGIO BASICO SAN VICENTE,14
12027,COLEGIO EL ARBOL DE LA VIDA,40
12031,COLEGIO SAN DIEGO DE ALCALÁ,23
12032,COLEGIO CHOLGUAN,23
12033,LICEO INDUSTRIAL METODISTA DE CORONEL,40
12035,JARDIN INFANTIL BARQUITO DE PAPEL,2
12037,LICEO POLIVALENTE HERMANAS MAESTRAS DE LA SANTA CRUZ,37
12042,CENTRO EDUCACIÓN ADULTOS MANANTIAL DE AGUA VIVA,3
12046,COLEGIO LORENZO MONDANELLI,11
12050,COLEGIO POLIVALENTE DARIO SALAS,11
12051,ESCUELA ESPECIAL DE LA SOLIDARIDAD,14
12052,CENTRO DE CAPACITACION LABORAL APANDI,10
12058,ESCUELA BASICA LOS LIBERTADORES,52
12059,COLEGIO AGRÍCOLA LOS MAYOS,18
12062,LICEO MAURICIO HOCHSCHILD,40
12063,THE THOMAS JEFFERSON SCHOOL,33
12065,ESCUELA BASICA MELA,1
12076,ESCUELA PARTICULAR SAN GUILLERMO,28
12077,COLEGIO SAN MIGUEL DE LOS ANDES,17
12079,HERNAN MERINO CORREA,39
12083,COLEGIO LO ERRAZURIZ,7
12085,COLEGIO CRISTIANO EMMANUEL,11
12086,COLEGIO COYANCURA,18
12090,COLEGIO TERRANOVA,15
12092,ESCUELA ESPECIAL ANADIME,14
12094,COLEGIO SAN ESTEBAN DIÁCONO,27
12095,ESC BAS PART COLEGIO CHILLAN,17
12097,ESCUELA ESPECIAL N°1327 ANAKENA,17
12102,ESC. DE PARVULOS ALBERTO WIDMER N_ 2,3
12103,ESCUELA ESPECIAL DE EDUCACION,21
12105,ESCUELA ESPECIAL PARTICULAR CEDEL,29
12108,ESCUELA PARTIC.DE PARVULOS MI PRINCESITA,11
12111,COLEGIO POLIV. PDTE. JOSE MANUEL BALMACEDA,27
12113,ESCUELA BASICA LO VELASQUEZ,20
12115,CENTRO EDUCACIONAL FEDERICO GARCIA LORCA,25
12117,COMPLEJO EDUCACIONAL J. MIGUEL CARRERA,35
12118,ESCUELA CENTRO BIBLICO LA FORESTA,15
12119,ESCUELA DIFERENCIAL INTEGRACION,6
12121,ESCUELA MARIA DE LA PAZ,8
12122,ESCUELA EDUCADORA GABRIELA MISTRAL,9
12126,ESCUELA BÁSICA Y ESPECIAL N°352 LAUTRARU,15
12130,ESCUELA MARIA TERESA SCHOOL NUM 2,5
12136,ESCUELA ESPECIAL PART SANTIAGO SUR,5
12143,ESCUELA ESPECIAL PARTICULAR GALVARINO,6
12146,CENTRO DE EDUCACIÓN INTEGRADA DE ADULTOS VALPARAÍSO,20
12151,COLEGIO HISPANO AMERICANO,39
12157,ESCUELA ESPECIAL DE DESARROLLO,29
12171,ESCUELA BASICA HUMBERTO VILCHEZ ALZAMORA,18
12175,ESCUELA PARTICULAR MARIANO LATORRE,4
12177,COLEGIO ANDRES BELLO,6
12182,ESCUELA PARTICULAR N.303 LUIS CRUZ MARTINEZ,4
12183,COLEGIO SAINT THOMAS COLLEGE,16
12185,COLEGIO BICENTENARIO HELVECIA,32
12188,ESCUELA CERRO ALEGRE,3
12192,INSTITUTO DEL MAR BICENTENARIO CAPITAN WILLIAMS,66
12193,ESCUELA PARTICULAR N.310 RELDEHUE,2
12217,CENTRO POLITECNICO PARTICULAR DE NUNOA,27
12221,ESCUELA ESPECIAL PARTICULAR REINA MARIA,3
12225,COLEGIO BICENTENARIO SAN ESTEBAN MARTIR,35
12237,ESC.PART.COLEGIO LOS HALCONES,11
12241,COLEGIO CORAZON DE JESUS,11
12242,COLEGIO PUDAHUEL,12
12243,ESCUELA Nº 1365 R.P. GUSTAVO LE PAIGE,21
12244,COLEGIO EL SEMBRADOR,52
12249,ESCUELA ESPECIAL PONTIFICE JUAN PABLO II,14
12251,COLEGIO BATALLA DE LA CONCEPCION,27
12255,COLEGIO ALCAZAR,37
12260,COLEGIO SAN FRANCISCO DE ASIS DE BELEN,22
12265,COLEGIO THE SOUTHERN CROSS SCHOOL,23
12273,ESC.MUNIC.DE PARVULOS HERNAN DEL SOL,8
12294,INSTITUTO CIEC,3
12295,COLEGIO SAN IGNACIO DE LA SSALLE,19
12299,ESCUELA BASICA ANEXO PICHILEMU,2
12301,COLEGIO ESPAÑOL DE VIÑA DEL MAR,6
12302,COLEGIO SAINT JULIAN COLLEGE,12
12305,COLEGIO ALEXANDER FLEMING,21
12309,COLEGIO PIRAMIDE,24
12310,ESCUELA ESPECIAL DE LENGUAJE SAN ROQUE,15
12311,CTRO ESTUDIOS CAPACITACION PARA SORDOS,6
12312,COLEGIO REBECA FERNANDEZ,32
12314,ESCUELA ATENAS,13
12323,CENTRO EDUCACIONAL CRISOL,6
12328,ALIANZA ALEMANA EL BELLOTO,10
12330,COLEGIO CRISTIANO EBEN-EZER ANEXO,7
12332,LICEO POLITECNICO DE CON CON,23
12336,LICEO BICENTENARIO TECNICO PROFESIONAL DE MINERIA,24
12366,ESCUELA ESPECIAL ARCO IRIS,26
12368,LICEO BICENTENARIO DE EXCELENCIA POLITÉCNICO SANTA CRUZ,40
12501,ESCUELA JORGE ALESSANDRI RODRIGUEZ,35
12504,COLEGIO LITTLE COLLEGE,18
12505,COLEGIO PADRE LUIS GALLARDO,17
12509,LICEO PDTE. ANIBAL PINTO GARMENDIA.,22
12510,JARDIN INFANTIL PAPELUCHO,4
12511,JARDIN INFANTIL NOCTILUCAS,3
12512,JARDIN INFANTIL SAN NICOLAS,2
12515,COLEGIO NUSTA KORI,24
12518,COLEGIO DIOCESANO OBISPO LABBE,43
12519,JARDIN INFANTIL CAPERUZO,3
12523,JARDIN INFANTIL EMMANUELITO,5
12534,LICEO COLEGIO METODISTA ROBERT JOHNSON,73
12536,ESCUELA CRISOLVI,10
12537,JARDIN INFANTIL CASCANUECES,5
12538,ESCUELA CHIPANA,57
12539,COLEGIO SAN JUAN DE LA BLACHERE,20
12542,ESCUELA CALETA SAN MARCOS,15
12545,JARDIN INFANTIL EL LLAMITO,4
12547,COLEGIO SAUCACHE,59
12549,C.T. C.Y LENGUAJE HISPANO AMERICANO,14
12550,OASIS EN EL DESIERTO,11
12551,LIC.PADRE ALBERTO HURTADO CRUCHAGA,31
12552,ESCUELA HUAVIÑA,1
12553,J. I. ANATIRI,3
12554,ESCUELA DE SOGA,1
12555,JARDIN INFANTIL AYMARA AYRAMPITO,4
12557,C.TRAST. DE LA COMUNIC. AMANECER,1
12562,ESCUELA LAONZANA,3
12566,COLEGIO METODISTA WILLIAM TAYLOR,108
12567,COLEGIO SAN ANTONIO DE MATILLA,76
12569,JARDIN INFANTIL BETHEL DE ARICA,10
12570,COLEGIO ALTA CORDILLERA,59
12573,COLEGIO MARIA REINA,19
12579,ESCUELA LATINOAMERICANA,9
12584,JARDIN INFANTIL ECOSEMILLITA,1
12587,COLEGIO ARICA COLLEGE,44
12588,COLEGIO REINA DEL DESIERTO,21
12590,COLEGIO HISPANO ITALIANA,15
12591,LICEO SAMCA ARUMANTI,12
12593,J.I.SAINT MARGARET ROSE GARDEN,23
12594,COLEGIO ANTAMARA,25
12599,JARDIN INFANTIL ANAKENA,1
12602,ESC. BASICA Y PARV. KRONOS SCHOOL,56
12603,LICEO LOS CONDORES,37
12604,ESCUELA BASICA CORONA SCHOOL,32
12605,ACADEMIA HOSPICIO,39
12607,JARDIN INFANTIL MIS PRIMEROS PASOS,9
12609,ESCUELA DE LENGUAJE INTI-PAXI,5
12610,LICEO INSTITUTO COMERCIAL DE ARICA,37
12613,JARDIN INFANTIL TALPIOT,6
12617,ESCUELA ESTRELLA DEL SUR,75
12620,JARDIN INFANTIL PAPALOTE,4
12621,JARDIN INFANTIL D`STEPHANO,2
12622,JARDIN INFANTIL PEQUENO ARRAU,3
12623,ESCUELA SAN ANDRES DE PICA,54
12630,COLEGIO LEONARDO DA VINCI,54
12631,COLEGIO INGLES,60
12632,COLEGIO SIMON BOLIVAR,113
12634,COLEGIO SAN LORENZO DE TARAPACA,15
12635,ACADEMIA IQUIQUE,10
12636,COLEGIO NIMARA,2
12646,COSTA COLLEGE,6
12649,LICEO SUPERIOR DIEGO PORTALES,66
12650,COLEGIO SAGRADO CORAZON DE JESUS,42
12652,COLEGIO SANTO DOMINGO SAVIO,104
12655,COLEGIO SAN PEDRO,39
12657,EAGLES COLLEGE,38
12658,LICEO AGR. TEC. PROF. PADRE FRANCISCO NAPOLI,16
